CONTROL,RMOV,XCOND,XCOOP,XCOST,XHEAD,XINUS,XPER,XREL,XTEN,XUNIT,MOVGRP,JOVGRP,JXTEN,JXUNIT,JXPER,JXHEAD
'578494663051',1,'3','-6','3','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'578502003050',1,'3','-6','2','1','-9',5,'-6','1','3','1','-9','-9','-9','-9','-9'
'578502330149',1,'3','-6','1','2','-9',4,'2','2','1','1','-9','-9','-9','-9','-9'
'578502730140',1,'3','-6','3','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'578515730142',1,'3','-6','2','2','-9',2,'1','2','2','1','-9','-9','-9','-9','-9'
'578550970142',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'578638620141',1,'4','-6','-7','-7','-9',-7,'-6','2','2','1','-9','-9','-9','-9','-9'
'578751940148',1,'3','-6','2','2','-9',4,'2','2','1','1','-9','-9','-9','-9','-9'
'578778150145',1,'2','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'578778560145',1,'3','-6','2','2','-9',3,'1','2','2','1','-9','-9','-9','-9','-9'
'578788770140',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'578846270142',1,'3','-6','1','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'578846270142',2,'3','-6','-7','2','-9',-7,'1','1','1','2','-9','-9','-9','-9','-9'
'578846680142',1,'3','-6','3','2','-9',4,'2','2','2','1','-9','-9','-9','-9','-9'
'578873540148',-9,'-9','-6','-9','-9','-9',-7,'-6','1','1','1','1','1','1','1','-9'
'578880390344',1,'3','-6','2','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'578880790147',-9,'-9','-6','-9','-9','-9',-7,'-6','3','-9','1','1','1','-9','1','-9'
'578903803058',1,'3','-6','1','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'578941520146',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'579053030146',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'579129730143',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'579196980144',1,'3','-6','1','2','-9',4,'1','2','1','1','-9','-9','-9','-9','-9'
'579238980149',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'579269310143',-9,'-9','-6','-9','-9','-9',-7,'-6','1','1','1','1','1','1','1','-9'
'579321320143',1,'3','-6','-7','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'579336103050',1,'2','-6','3','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'579379690147',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'579482550243',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'579494750147',1,'3','-6','1','1','-9',2,'-6','2','1','1','-9','1','-9','-9','-9'
'579494910147',1,'3','-6','1','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'579502423059',1,'-8','-6','-7','-8','-9',-8,'-6','2','-8','1','-9','1','-9','-9','-9'
'579515500148',1,'4','-6','3','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'579572900149',1,'3','-6','2','1','-9',4,'-6','3','1','1','-9','-9','-9','-9','-9'
'579583730149',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'579670053054',1,'3','-6','-7','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'579687750149',1,'3','-6','3','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'579778580142',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'579788540146',1,'2','-6','2','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'579828970146',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'579873150145',1,'3','-6','3','2','-9',4,'2','2','2','1','-9','-9','-9','-9','-9'
'579873560145',1,'3','-6','-7','2','-9',7,'1','1','1','1','-9','-9','-9','-9','-9'
'579880710144',1,'2','-6','2','2','-9',4,'1','2','2','1','-9','-9','-9','-9','-9'
'579890140141',1,'3','-6','3','1','-9',5,'-6','2','1','1','-9','-9','-9','-9','-9'
'579903180142',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'579939570145',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'579939570145',2,'3','-6','1','1','-9',3,'-6','2','1','2','-9','-9','-9','-9','-9'
'579941130143',1,'3','-6','3','2','-9',-7,'2','2','1','1','-9','-9','-9','-9','-9'
'579941390143',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'579987840148',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'580037633050',1,'3','-6','3','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'580185050147',1,'3','-6','3','1','-9',5,'-6','2','2','1','-9','-9','-9','-9','-9'
'580194170148',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'580242330148',1,'3','-6','1','2','-9',4,'1','1','1','1','-9','-9','-9','-9','-9'
'580258750144',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'580267170247',1,'3','-6','3','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'580269170346',1,'2','-6','1','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'580269990149',1,'3','-6','3','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'580336120143',1,'3','-6','1','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'580482570149',1,'3','-6','1','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'580497980347',1,'2','-6','2','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'580502603053',1,'3','-6','1','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'580572510143',1,'3','-6','1','2','-9',2,'2','2','2','1','-9','-9','-9','-9','-9'
'580597760144',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'580597760144',2,'3','-6','1','1','-9',1,'-6','2','2','2','-9','-9','-9','-9','1'
'580622590140',1,'3','-6','3','2','-9',5,'1','2','2','1','-9','-9','-9','-9','-9'
'580638730144',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'580641310148',1,'3','-6','1','1','-9',8,'-6','2','1','1','-9','-9','-9','-9','-9'
'580641710248',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'580730740144',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'580733320146',1,'2','-6','2','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'580733570146',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'580733570146',2,'3','-6','2','2','-9',5,'1','2','2','2','-9','-9','-9','-9','-9'
'580818170145',1,'3','-6','3','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'580818170145',2,'3','-6','3','-9','-9',-7,'-6','1','1','2','-9','-9','-9','1','-9'
'580818330145',1,'3','-6','1','1','-9',9,'-6','2','2','1','-9','-9','-9','-9','-9'
'580828170140',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'580828330140',1,'3','-6','-7','1','-9',-7,'-6','2','1','1','-9','-9','-9','1','-9'
'580828330140',2,'3','-6','1','1','-9',6,'-6','2','1','2','-9','-9','-9','-9','-9'
'580846870145',-9,'-9','-6','-9','-9','-9',-7,'-6','1','1','1','1','1','1','1','-9'
'580848740141',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'580848900141',1,'3','-6','1','2','-9',6,'1','2','2','1','-9','-9','-9','-9','-9'
'580926770142',1,'3','-6','1','2','-9',-7,'1','2','1','1','-9','-9','-9','1','-9'
'580963730146',1,'2','-6','1','2','-9',2,'2','2','2','1','-9','-9','-9','-9','-9'
'580987610142',1,'3','-6','3','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'581005790141',1,'3','-6','2','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'581005950141',1,'3','-6','2','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'581037720146',1,'3','-6','1','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'581185070144',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'581194500145',1,'2','-6','1','2','-9',4,'1','1','1','1','-9','-9','-9','-9','-9'
'581194500145',2,'3','-6','1','2','-9',2,'1','1','1','2','-9','-9','-9','-9','-9'
'581194500145',3,'3','-6','1','2','-9',3,'1','1','1','3','-9','-9','-9','-9','-9'
'581200580148',-9,'-9','-6','-9','-9','-9',-7,'-6','1','1','1','1','1','1','1','-9'
'581206750146',1,'3','-6','1','-9','-9',-7,'-6','2','2','1','-9','-9','-9','1','-9'
'581238510140',1,'3','-6','2','1','-9',-7,'-6','2','2','1','-9','-9','-9','-9','-9'
'581238510140',2,'-8','-6','-7','-8','-9',-8,'-6','2','-8','2','-9','1','-9','-9','-9'
'581258770141',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'581258930141',1,'3','-6','2','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'581261100140',1,'3','-6','1','2','-9',5,'1','1','1','1','-9','-9','-9','-9','-9'
'581261360140',1,'3','-6','1','1','-9',4,'-6','3','1','1','-9','-9','-9','-9','-9'
'581261510140',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'581269750146',1,'3','-6','3','2','-9',2,'2','1','1','1','-9','-9','-9','-9','-9'
'581269750146',2,'3','-6','3','2','-9',4,'1','1','1','2','-9','-9','-9','-9','-9'
'581269750146',3,'3','-6','-7','2','-9',3,'1','1','1','3','-9','-9','-9','-9','-9'
'581273760141',1,'3','-6','3','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'581336703053',1,'3','-6','1','1','-9',-7,'-6','2','2','1','-9','-9','-9','1','-9'
'581336883053',1,'3','-6','3','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'581389350140',1,'3','-6','2','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'581410740146',1,'3','-6','1','1','-9',3,'-6','3','1','1','-9','-9','-9','-9','-9'
'581443960142',1,'3','-6','1','2','-9',2,'2','2','2','1','-9','-9','-9','-9','-9'
'581482590146',1,'3','-6','3','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'581532780145',1,'3','-6','1','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'581550853152',1,'3','-6','1','-9','-9',-7,'-6','2','2','1','-9','-9','-9','1','-9'
'581572530140',1,'3','-6','3','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'581579320145',1,'3','-6','1','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'581583370140',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'581589750247',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'581597940141',1,'3','-6','1','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'581638910141',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'581670243057',1,'2','-6','1','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'581670653057',1,'3','-6','1','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'581687390249',1,'4','-6','3','2','-9',2,'2','3','3','1','-9','-9','-9','-9','-9'
'581730920141',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'581746320145',1,'3','-6','1','2','-9',3,'2','2','2','1','-9','-9','-9','-9','-9'
'581746570145',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'581809530144',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'581818350142',1,'2','-6','3','2','-9',3,'2','2','2','1','-9','-9','-9','-9','-9'
'581818500142',1,'2','-6','1','2','-9',3,'2','2','2','1','-9','-9','-9','-9','-9'
'581895960147',1,'3','-6','3','1','-9',6,'-6','2','2','1','-9','-9','-9','-9','-9'
'581939760148',1,'3','-6','3','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'581963750143',1,'4','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'581987140248',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'582003800241',1,'3','-6','1','1','-9',3,'-6','1','3','1','-9','-9','-9','-9','-9'
'582003800241',2,'3','-6','1','2','-9',2,'1','1','3','2','-9','-9','-9','-9','-9'
'582005150147',1,'3','-6','3','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'582005310147',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'582052720149',1,'3','-6','3','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'582150093058',1,'4','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'582150490148',1,'3','-6','1','2','-9',6,'1','1','1','1','-9','-9','-9','-9','-9'
'582150800148',1,'3','-6','1','2','-9',4,'2','2','1','1','-9','-9','-9','-9','-9'
'582200500145',1,'4','-6','-7','-7','-9',-7,'-6','2','-7','1','-9','1','-9','-9','-9'
'582206930143',-9,'-9','-6','-9','-9','-9',-7,'-6','1','1','1','1','1','1','1','-9'
'582242770242',1,'3','-6','1','2','-9',5,'1','1','1','1','-9','-9','-9','-9','-9'
'582248530142',1,'3','-6','3','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'582258540147',1,'3','-6','2','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'582269930143',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'582273120147',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'582294930146',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'582294930146',2,'3','-6','2','1','-9',1,'-6','2','2','2','-9','-9','-9','-9','1'
'582336573059',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'582336983050',1,'3','-6','1','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'582356960148',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'582356960148',2,'3','-6','2','1','-9',1,'-6','2','2','2','-9','-9','-9','-9','1'
'582383390141',1,'3','-6','2','1','-9',1,'-6','2','1','1','-9','-9','-9','-9','1'
'582383540141',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'582389040146',1,'3','-6','3','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'582437390142',1,'3','-6','-7','2','-9',4,'1','2','2','1','-9','-9','-9','-9','-9'
'582468740143',1,'3','-6','2','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'582482510143',1,'3','-6','1','2','-9',3,'1','1','1','1','-9','-9','-9','-9','-9'
'582482510143',2,'3','-6','1','1','-9',1,'-6','1','1','2','-9','-9','-9','-9','1'
'582515970148',1,'3','-6','3','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'582517510142',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'582550790148',1,'2','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'582550790148',2,'2','-6','2','1','-9',1,'-6','2','2','2','-9','-9','-9','-9','1'
'582583130246',1,'3','-6','2','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'582583213059',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'582589520144',1,'3','-6','-7','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'582594240142',1,'3','-6','-7','1','-9',1,'-6','2','-7','1','-9','-9','-9','-9','1'
'582594720242',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'582597700247',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'582638110147',1,'3','-6','1','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'582638370147',1,'3','-6','1','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'582730530147',1,'3','-6','1','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'582749160143',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'582788750146',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'582788910146',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'582809140141',1,'2','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'582809140141',2,'1','1','3','2','-9',2,'2','2','2','2','-9','-9','-9','-9','-9'
'582809550141',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'582809550141',2,'3','-6','-7','1','-9',1,'-6','2','2','2','-9','-9','-9','-9','1'
'582848380144',1,'3','-6','-7','1','-9',6,'-6','2','1','1','-9','-9','-9','-9','-9'
'582890920141',-9,'-9','-6','-9','-9','-9',-7,'-6','1','1','1','1','1','1','1','-9'
'582895980144',1,'3','-6','1','1','-9',-8,'-6','2','2','1','-9','-9','-9','-9','-9'
'582963110149',1,'3','-6','3','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'582963370149',1,'2','-6','1','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'582963770140',1,'4','-6','2','1','-9',-7,'-6','2','2','1','-9','-9','-9','1','-9'
'583005330144',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'583037510149',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'583037760140',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'583045780148',1,'3','-6','2','1','-9',7,'-6','2','1','1','-9','-9','-9','-9','-9'
'583086780141',1,'3','-6','1','2','-9',4,'1','1','1','1','-9','-9','-9','-9','-9'
'583086780141',2,'4','-6','2','1','-9',2,'-6','2','-7','2','-9','-9','-9','-9','-9'
'583103410149',1,'3','-6','1','1','-9',1,'-6','3','3','1','-9','-9','-9','-9','1'
'583121820248',1,'3','-6','1','2','-9',-8,'1','2','2','1','-9','-9','-9','-9','-9'
'583141980145',1,'3','-6','1','2','-9',4,'1','1','1','1','-9','-9','-9','-9','-9'
'583141980145',2,'3','-6','1','1','-9',3,'-6','1','1','2','-9','-9','-9','-9','-9'
'583141980145',3,'3','-6','1','1','-9',4,'-6','1','1','3','-9','-9','-9','-9','-9'
'583142160243',1,'3','-6','3','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'583194540248',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'583258483057',1,'3','-6','2','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'583258483057',2,'3','-6','1','2','-9',4,'1','2','2','2','-9','-9','-9','-9','-9'
'583281700145',1,'3','-6','1','1','-9',3,'-6','2','1','1','-9','1','-9','-9','-9'
'583282510444',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'583319420146',1,'3','-6','2','1','-9',5,'-6','2','2','1','-9','-9','-9','-9','-9'
'583321140149',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'583321960140',1,'3','-6','1','1','-9',5,'-6','3','2','1','-9','-9','-9','-9','-9'
'583336593056',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'583356720145',-9,'-9','-6','-9','-9','-9',-7,'-6','1','1','1','1','1','1','1','-9'
'583357180144',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'583357670144',1,'3','-6','1','1','-9',5,'-6','2','2','1','-9','-9','-9','-9','-9'
'583410530149',1,'3','-6','3','2','-9',3,'1','1','1','1','-9','-9','-9','-9','-9'
'583443180145',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'583443900245',1,'3','-6','3','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'583468100149',1,'3','-6','2','2','-9',3,'2','1','2','1','-9','-9','-9','-9','-9'
'583468760140',1,'3','-6','2','1','-9',5,'-6','1','1','1','-9','-9','-9','-9','-9'
'583468920140',1,'3','-6','2','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'583493790147',1,'3','-6','2','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'583494253054',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'583494663054',1,'3','-6','2','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'583550970145',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'583579433052',1,'3','-6','2','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'583591600145',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'583597160144',1,'3','-6','3','2','-9',3,'2','2','1','1','-9','-9','-9','-9','-9'
'583671260148',1,'3','-6','1','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'583671670148',1,'3','-6','2','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'583730300144',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'583749180140',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'583828130349',1,'3','-6','2','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'583848550141',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'583850710140',1,'3','-6','1','1','-9',-7,'-6','2','2','1','-9','-9','-9','1','-9'
'583873790142',1,'3','-6','1','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'583889480145',1,'3','-6','3','2','-9',5,'1','2','1','1','-9','-9','-9','-9','-9'
'583890530147',1,'4','-6','-7','-7','-9',-7,'-6','3','-7','1','-9','1','-9','-9','-9'
'583910910149',1,'3','-6','3','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'583925570144',1,'3','-6','3','1','-9',1,'-6','2','1','1','-9','-9','-9','-9','1'
'583926150144',1,'3','-6','2','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'583926170142',1,'2','-6','1','2','-9',5,'1','1','1','1','-9','-9','-9','-9','-9'
'583926403055',1,'3','-6','3','2','-9',3,'1','1','1','1','-9','-9','-9','-9','-9'
'583926403055',2,'3','-6','1','2','-9',3,'1','1','1','2','-9','-9','-9','-9','-9'
'583944710143',1,'4','-6','-7','-9','-9',-7,'-6','2','1','1','-9','-9','-9','1','-9'
'584005190141',1,'3','-6','3','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'584067940147',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'584086550147',1,'3','-6','2','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'584121690145',1,'3','-6','1','2','-9',3,'1','2','1','1','-9','-9','-9','-9','-9'
'584169840146',1,'3','-6','1','2','-9',5,'1','1','1','1','-9','-9','-9','-9','-9'
'584269310146',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'584294970140',1,'2','-6','2','1','-9',6,'-6','2','2','1','-9','-9','-9','-9','-9'
'584357360141',-9,'-9','-6','-9','-9','-9',-7,'-6','3','-9','1','1','1','-9','1','-9'
'584358950147',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'584379760141',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'584379760141',2,'3','-6','1','1','-9',2,'-6','2','2','2','-9','-9','-9','-9','-9'
'584384900146',1,'3','-6','1','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'584410550146',1,'3','-6','1','1','-9',1,'-6','2','1','1','-9','-9','-9','-9','1'
'584423510148',1,'3','-6','1','2','-9',4,'1','2','3','1','-9','-9','-9','-9','-9'
